procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 1  0      0 29460528 133240 1373144    0    0     0    12 1098   69 13  0 87  0
 1  0      0 29460760 133240 1373148    0    0     0     0 1080   37 12  0 87  0
 1  0      0 29460760 133240 1373148    0    0     0     0 1082   27 12  0 88  0
 1  0      0 29460760 133240 1373160    0    0     0     0 1069   29 13  0 88  0
 1  0      0 29460760 133240 1373160    0    0     0     0 1083   51 12  0 87  0
 1  0      0 29460760 133248 1373156    0    0     0    12 1081   49 12  0 87  0
 1  0      0 29460884 133248 1373156    0    0     0     0 1078   41 13  0 88  0
 1  0      0 29460884 133248 1373164    0    0     0     0 1065   32 12  0 88  0
 1  0      0 29460884 133248 1373164    0    0     0     0 1069   43 13  0 88  0
 1  0      0 29460884 133248 1373168    0    0     0     0 1072   29 12  0 87  0
 1  0      0 29460804 133256 1373160    0    0     0    12 1093   55 12  0 87  1
 1  0      0 29460868 133256 1373168    0    0     0    32 1085   41 12  0 87  0
 1  0      0 29460868 133256 1373168    0    0     0     0 1081   43 12  0 87  0
 1  0      0 29460868 133256 1373168    0    0     0     0 1070   29 13  0 88  0
 1  0      0 29460868 133256 1373172    0    0     0     0 1070   29 12  0 88  0
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 1  0      0 29460868 133264 1373164    0    0     0    20 1073   49 12  0 87  0
 1  0      0 29460868 133264 1373164    0    0     0    16 1084   51 13  0 88  0
 1  0      0 29460868 133264 1373164    0    0     0     0 1074   31 13  0 88  0
 1  0      0 29460868 133264 1373168    0    0     0     0 1068   35 12  0 87  0
 1  0      0 29460868 133264 1373176    0    0     0     0 1060   27 12  0 88  0
 1  0      0 29460788 133272 1373168    0    0     0    20 1116   71 13  0 87  0
 1  0      0 29460852 133272 1373168    0    0     0     0 1070   37 12  0 87  0
 1  0      0 29460852 133272 1373172    0    0     0     0 1063   29 12  0 88  0
 1  0      0 29460852 133272 1373180    0    0     0     0 1064   31 13  0 88  0
 1  0      0 29460852 133272 1373180    0    0     0     0 1103   61 12  0 87  0
 1  0      0 29460852 133280 1373172    0    0     0    12 1076   51 13  0 87  0
 1  0      0 29460852 133280 1373176    0    0     0     0 1065   29 12  0 88  0
 1  0      0 29460852 133280 1373184    0    0     0     0 1065   31 12  0 87  0
 1  0      0 29460852 133280 1373184    0    0     0     0 1085   45 13  0 88  0
 1  0      0 29460852 133280 1373184    0    0     0     0 1066   29 12  0 87  0
 1  0      0 29460772 133288 1373176    0    0     0    12 1102   61 13  0 87  0
 1  0      0 29460836 133288 1373188    0    0     0     0 1089   43 12  0 88  0
 1  0      0 29460712 133288 1373188    0    0     0     0 1080   43 12  0 87  0
 1  0      0 29460712 133288 1373188    0    0     0     0 1066   29 13  0 88  0
 1  0      0 29460712 133288 1373188    0    0     0     0 1061   29 13  0 88  0
 1  0      0 29460712 133296 1373184    0    0     0    12 1072   49 12  0 87  0
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 1  0      0 29460712 133296 1373184    0    0     0     0 1077   45 13  0 88  0
 1  0      0 29460712 133296 1373184    0    0     0     0 1063   29 13  0 88  0
 1  0      0 29460712 133296 1373184    0    0     0     0 1072   27 12  0 87  0
 1  0      0 29460712 133296 1373196    0    0     0     0 1059   29 13  0 88  0
 1  0      0 29460632 133304 1373196    0    0     0    12 1100   82 12  0 87  0
 1  0      0 29460696 133304 1373196    0    0     0     0 1076   35 12  0 87  0
 1  0      0 29460696 133304 1373196    0    0     0     0 1072   35 13  0 88  0
 1  0      0 29460696 133304 1373200    0    0     0     0 1067   31 13  0 88  0
 1  0      0 29460696 133304 1373200    0    0     0     0 1089   53 12  0 87  0
 1  0      0 29460696 133312 1373192    0    0     0    12 1071   47 13  0 87  0
 1  0      0 29460696 133312 1373192    0    0     0     0 1069   27 12  0 88  0
 1  0      0 29460696 133312 1373200    0    0     0    40 1072   35 12  0 87  0
 1  0      0 29460696 133312 1373204    0    0     0     0 1078   43 13  0 88  0
 1  0      0 29460696 133312 1373208    0    0     0     0 1063   29 13  0 88  0
 1  0      0 29460448 133320 1373200    0    0     0    20 1100   47 12  0 87  0
 1  0      0 29460680 133320 1373208    0    0     0     0 1075   35 13  0 87  0
 1  0      0 29460680 133320 1373212    0    0     0    16 1081   49 12  0 87  0
 1  0      0 29460680 133320 1373212    0    0     0     0 1069   31 13  0 88  0
 1  0      0 29459192 133320 1373212    0    0     0     0 1059   29 12  0 88  0
 1  0      0 29457828 133328 1373204    0    0     0    12 1085   49 12  0 87  0
 1  0      0 29457828 133328 1373208    0    0     0     0 1083   51 13  0 88  0
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 1  0      0 29457828 133328 1373208    0    0     0     0 1063   29 12  0 88  0
 1  0      0 29457828 133328 1373208    0    0     0     0 1064   27 12  0 87  0
 1  0      0 29457828 133328 1373216    0    0     0     0 1062   29 13  0 88  0
 1  0      0 29457580 133336 1373220    0    0     0    12 1102   68 12  0 87  0
 1  0      0 29457812 133336 1373220    0    0     0     0 1066   35 12  0 87  0
 1  0      0 29457812 133336 1373220    0    0     0     0 1073   31 13  0 88  0
 1  0      0 29456696 133336 1373220    0    0     0     0 1064   31 12  0 88  0
 1  0      0 29456572 133336 1373224    0    0     0     0 1078   49 13  0 88  0
 1  0      0 29456572 133344 1373216    0    0     0    12 1071   48 12  0 87  0
 1  0      0 29456572 133344 1373216    0    0     0     0 1068   33 12  0 87  0
 1  0      0 29456572 133344 1373224    0    0     0     0 1067   33 12  0 88  0
 1  0      0 29456572 133344 1373224    0    0     0     0 1080   51 12  0 87  0
 1  0      0 29456572 133344 1373228    0    0     0     0 1067   31 12  0 87  0
 1  0      0 29456616 133352 1373220    0    0     0    12 1085   53 13  0 87  0
 1  0      0 29456680 133352 1373228    0    0     0     0 1071   35 12  0 88  0
 1  0      0 29456680 133352 1373228    0    0     0     0 1073   45 12  0 87  0
 1  0      0 29456680 133352 1373232    0    0     0     0 1063   29 13  0 87  0
 1  0      0 29456680 133352 1373232    0    0     0     0 1061   29 12  0 87  0
 1  0      0 29456680 133360 1373224    0    0     0    12 1075   49 12  0 87  0
 1  0      0 29456556 133360 1373232    0    0     0     0 1079   45 13  0 88  0
 1  0      0 29456556 133360 1373236    0    0     0     0 1061   31 13  0 88  0
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 1  0      0 29456556 133360 1373236    0    0     0     0 1057   27 12  0 87  0
 1  0      0 29456556 133360 1373236    0    0     0     0 1067   29 13  0 88  0
 1  0      0 29455856 133368 1373228    0    0     0    12 1107   91 12  0 87  0
 1  0      0 29455920 133368 1373232    0    0     0     0 1078   37 13  0 88  0
 1  0      0 29455920 133368 1373232    0    0     0    48 1070   33 12  0 88  0
 1  0      0 29455920 133368 1373240    0    0     0     0 1065   37 12  0 87  0
 1  0      0 29455920 133368 1373240    0    0     0     0 1072   45 13  0 88  0
 1  0      0 29455920 133376 1373232    0    0     0    28 1076   48 13  0 87  0
 1  0      0 29455920 133376 1373236    0    0     0     0 1057   27 12  0 88  0
 1  0      0 29455920 133376 1373244    0    0     0     0 1063   33 12  0 87  0
 1  0      0 29455920 133376 1373244    0    0     0     0 1072   43 12  0 87  0
 1  0      0 29455920 133376 1373244    0    0     0     0 1062   29 13  0 88  0
 1  0      0 29455840 133384 1373240    0    0     0    12 1095   64 12  0 87  0
 1  0      0 29455780 133384 1373248    0    0     0     0 1077   35 12  0 87  0
 1  0      0 29455780 133384 1373248    0    0     0     0 1089   55 12  0 88  0
 1  0      0 29397944 133384 1373248    0    0     0     0 1073   31 12  0 87  0
 1  0      0 29332100 133384 1373252    0    0     0     0 1078   41 12  0 88  0
 1  0      0 29309764 133392 1373244    0    0     0    12 1074   47 12  0 87  0
 1  0      0 29309764 133392 1373248    0    0     0     0 1072   43 12  0 88  0
 1  0      0 29285568 133392 1373248    0    0     0     0 1064   31 12  0 87  0
 1  0      0 29285568 133392 1373252    0    0     0     0 1070   29 13  0 88  0
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 1  0      0 29285568 133392 1373260    0    0     0     0 1069   30 13  0 88  0
 1  0      0 29350588 133400 1373252    0    0     0    12 1093   62 13  0 87  0
 1  0      0 29198120 133400 1373252    0    0     0     0 1074   35 12  1 88  0
 1  0      0 29178636 133400 1373252    0    0     0     0 1070   29 13  0 88  0
 1  0      0 29159648 133400 1373264    0    0     0     0 1062   29 12  0 88  0
 1  0      0 29100448 133400 1373264    0    0     0     0 1076   49 12  0 87  0
 1  0      0 29081148 133408 1373256    0    0     0    12 1087   51 12  0 87  0
 1  0      0 29020644 133408 1373256    0    0     0     0 1081   35 12  0 88  0
 1  0      0 29096196 133408 1373268    0    0     0     0 1064   31 12  0 88  0
 1  0      0 29115440 133408 1373268    0    0     0     0 1077   43 12  0 87  0
 1  0      0 28898328 133408 1373276    0    0     0     0 1096   49 12  1 88  0
 1  0      0 28811940 133416 1373308    0    0     0    16 1087   43 12  0 87  0
 1  0      0 28780708 133416 1373584    0    0     0     0 1072   35 12  0 87  0
 1  0      0 28761764 133416 1374064    0    0     0    32 1076   49 13  0 87  0
 1  0      0 28745008 133416 1374540    0    0     0     0 1059   31 12  0 88  0
 1  0      0 28728252 133428 1374904    0    0     4  1540 1081   49 12  0 87  0
 1  0      0 28711372 133436 1375268    0    0     0    20 1080   47 12  0 87  0
 1  0      0 28694616 133436 1375568    0    0     0     0 1071   45 13  0 88  0
 1  0      0 28680032 133436 1375924    0    0     0    20 1083   37 12  0 87  0
 1  0      0 28663400 133436 1376224    0    0     0     0 1066   27 12  0 88  0
 1  0      0 28646520 133444 1376472    0    0     0    12 1076   49 13  0 87  0
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 1  0      0 28629640 133452 1376764    0    0     0    20 1102   59 12  0 87  0
 1  0      0 28611192 133452 1377064    0    0     0     0 1073   36 12  0 88  0
 1  0      0 28588540 133452 1377124    0    0     0     0 1059   29 13  0 88  0
 1  0      0 28565888 133452 1377260    0    0     0     0 1068   29 12  0 87  0
 1  0      0 28541188 133460 1377316    0    0     0    12 1087   65 12  0 88  0
 1  0      0 28518412 133468 1377436    0    0     0    12 1079   49 12  0 87  0
 1  0      0 28495884 133468 1377496    0    0     0     0 1071   33 12  0 87  0
 1  0      0 28475280 133468 1377624    0    0     0     0 1073   33 13  0 88  0
 1  0      0 28448408 133468 1377688    0    0     0     0 1074   43 12  0 88  0
 1  0      0 28425880 133476 1377740    0    0     0  2976 1098   60 12  0 87  0
 1  0      0 28404904 133484 1377864    0    0     0    12 1098   54 12  0 87  0
 1  0      0 28380436 133484 1377924    0    0     0     0 1069   31 12  0 88  0
 1  0      0 28373920 133484 1377988    0    0     0     0 1093   56 13  0 88  0
 1  0      0 28371872 133484 1378108    0    0     0     0 1065   27 12  0 87  0
 1  0      0 28369700 133492 1378160    0    0     0    12 1082   50 12  0 87  0
 1  0      0 28367404 133500 1378224    0    0     0    12 1072   43 13  0 87  0
 1  0      0 28363060 133500 1378348    0    0     0     0 1069   43 12  0 87  0
 1  0      0 28360640 133500 1378588    0    0     0     0 1071   31 12  0 88  0
 1  0      0 28358220 133500 1379068    0    0     0     0 1068   27 13  0 88  0
 1  0      0 29032504 133500 1379460    0    0     0  1704 1079   45 12  0 88  0
 1  0      0 29032256 133516 1379444    0    0     0    36 1097   73 13  0 87  0
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 1  0      0 29032488 133516 1379448    0    0     0     0 1075   36 13  0 88  0
 1  0      0 29032488 133516 1379468    0    0     0     8 1107   53 12  0 87  0
 1  0      0 29032488 133516 1379472    0    0     0     0 1065   31 12  0 87  0
 1  0      0 29032488 133516 1379472    0    0     0     0 1082   51 12  0 88  0
 1  0      0 29032488 133524 1379468    0    0     0    24 1083   51 13  0 87  0
